Id,Prediction
0,0.9989796520631976
1,0.9996970434252832
2,0.9989158488185005
3,1.991462413802732e-06
4,0.1741229046744366
5,0.9999791749008247
6,4.842618457957799e-05
7,0.0004040292916101752
8,0.9990070061484041
9,0.9954406891680159
10,0.9972112838408588
11,0.8669441718341526
12,9.779580003889908e-05
13,0.0005960740444116926
14,0.00384885034666956
15,0.9534222251540243
16,0.9884110123804858
17,0.020340783344671674
18,1.3718154250051073e-05
19,0.7399090605284491
20,3.770463413280038e-05
21,0.003228594016415114
22,0.003482861954806821
23,0.9999964319855942
24,2.067725592309378e-05
25,0.005372702553468927
26,0.994818182375834
27,0.2319758503023627
28,0.8731511574816846
29,0.9998824085339132
30,0.9947841472572043
31,0.9999824436546708
32,0.00012735339697145023
33,0.7323299133554334
34,0.9999820716128602
35,0.00048285459055029157
36,0.9999375597090118
37,0.9999551112303957
38,0.9994120641077526
39,0.6726193842498878
40,0.9998433254718927
41,0.017621669195797687
42,0.000698506297840461
43,2.280655170322164e-05
44,0.0007826810771509462
45,0.00043591072546042206
46,0.8747738419051808
47,0.49314818527722004
48,0.9999212944340449
49,0.99997872078494
50,0.9970622022938215
51,0.9999994624697061
52,0.999620449306275
53,9.95079089942986e-07
54,0.9999991577984405
55,0.010243362786474005
56,0.9994589599150951
57,0.9491513217377299
58,0.9118470187713402
59,0.9989484578968125
60,2.954196988045075e-07
61,0.0002124227921279114
62,0.9506921855333332
63,6.435751380919862e-06
64,0.9956958328717149
65,0.9995102663462763
66,0.001112403086850488
67,0.4608862846045347
68,0.9971186168305293
69,1.290216395735527e-07
70,3.7287199109460875e-06
71,0.9997667161294034
72,0.999917214191276
73,0.9999988093196626
74,0.9986989930417448
75,0.9999706477701887
76,0.0010647320121634416
77,4.8301422918610885e-06
78,0.9999803266358138
79,0.9966079538490595
80,0.9999726331802286
81,5.191628552777925e-05
82,0.001384644835146475
83,0.9772880172088025
84,0.9969463288168312
85,0.006597163125971861
86,0.9999136243313327
87,9.246787619661726e-05
88,0.9999998999969488
89,0.9999989746951375
90,0.9961031594031123
91,0.0005536314887356897
92,2.7603965887426427e-05
93,0.9999832048892806
94,0.9989236684885279
95,0.9198263728719885
96,3.5347735606576875e-06
97,0.9999717094398384
98,7.679145283166095e-05
99,0.9999820322111773
100,0.0014144442869437075
101,0.9997623440182063
102,0.9658255680028061
103,0.00905786875524654
104,0.9957868132119883
105,0.0006521766429420999
106,0.005544123162031009
107,0.999997047960492
108,0.00017379977720252283
109,0.9999998065754804
110,0.9999785842923791
111,0.00033010801563204787
112,0.9999547935143256
113,0.008919206953253739
114,0.09293356184857388
115,2.4455753768926842e-05
116,0.018639927418680653
117,0.9952949883732534
118,0.8650966299020236
119,0.9992017220241438
120,0.05453015532162457
121,0.9999999830046061
122,8.939166523520222e-06
123,0.9970056557810508
124,0.9999984162063895
125,0.9577662279812146
126,0.005947722556460098
127,6.312399997593386e-05
128,0.9992910965683589
129,0.9999912442081867
130,0.9999994842763804
131,0.00015441280391728193
132,0.016138663058191473
133,0.9930179874382781
134,0.0008363448876166685
135,0.005503751132755375
136,0.9820637681055586
137,0.0003176268951159249
138,0.999717856062457
139,0.9986163649336519
140,0.8146828316441338
141,0.9998691814104728
142,0.9998962974360589
143,0.0009747479951628932
144,0.406538098625507
145,0.0002541589274062143
146,0.9999079651039464
147,0.9813098852998481
148,0.04871543632491303
149,0.0030682637083450062
150,0.9999904506314548
151,0.009838912265273711
152,0.9984061085892038
153,0.998846771077289
154,0.9989919999625462
155,7.15697393434676e-05
156,0.0004771687066530596
157,0.9995955182387343
158,0.9987242416225527
159,0.00664735654719271
160,0.0001598622477524134
161,0.999997165825483
162,0.9999626308663557
163,0.733882168147732
164,0.9344734308911338
165,0.9978113019055405
166,0.004982344805028255
167,0.9999992410009063
168,0.0022957248079647926
169,0.9996482447855802
170,0.9946651182922611
171,2.8996516399301675e-05
172,0.0014667421325182683
173,0.9965603665750264
174,0.9872395729939697
175,0.9999954033058377
176,0.9917095467171424
177,0.9981143726632088
178,0.027142963965205005
179,1.88479086607716e-07
180,0.9999846168094005
181,0.9997137403669469
182,0.0036964721808045785
183,0.004371801145701156
184,0.0055768876139105465
185,0.9989132235901876
186,0.008380876107847414
187,0.999964967287417
188,3.965115956123671e-06
189,0.9999999590484384
190,0.9132753045079519
191,0.03437959900495814
192,0.9946803110646857
193,0.9996595081250923
194,0.0008611133869213905
195,0.0004881701959217887
196,0.0027722271909642977
197,0.9972791285946638
198,0.99994583403796
199,0.006502693384416027
200,3.0130645640936007e-05
201,0.0029646810808229185
202,0.9999913537554364
203,0.0027808665112950973
204,0.9988048293614734
205,0.10008181734986199
206,0.0003832966276603089
207,0.9989946689344071
208,4.513518655230033e-05
209,0.9999886716189151
210,0.00013152590985422626
211,2.5485207976391823e-05
212,0.9998082977287093
213,0.9999818388703934
214,0.06931244918917409
215,0.9925445896797027
216,0.9998467643054285
217,0.8413460241749685
218,0.9980785855937894
219,0.9707794067070343
220,0.7574168386024116
221,0.0007399863950419316
222,2.5585394323575364e-07
223,0.9997223098832165
224,0.004817863045408385
225,0.9997975189276574
226,0.9989471885573467
227,5.1251425740199016e-05
228,0.9690223242443792
229,0.00015167575839498658
230,0.4764292527415836
231,0.9482001261776585
232,0.0029907608118496074
233,0.9972550966176509
234,3.3284080300862243e-07
235,0.00014726412827275288
236,1.6727413362910294e-07
237,1.4065799212928671e-05
238,0.0007806971412669096
239,0.0020625201935105925
240,0.9999968084961443
241,0.9597306337056706
242,0.000130116329080727
243,0.9999913621036092
244,0.9998096463481652
245,0.9754190867218766
246,0.8277551443074401
247,7.408051589892156e-06
248,0.9988026247318006
249,0.9995245926770324
250,4.783954915140109e-06
251,0.4945583524526632
252,0.9997997325170477
253,0.9700041907599162
254,0.0015977058759934157
255,0.005826662511040345
256,0.005654967027698796
257,8.667619009764615e-06
258,0.9999955825520166
259,0.9998290607053408
260,0.9994516318751103
261,2.298067140453634e-05
262,0.9998262533452213
263,0.9999071291539666
264,2.0582902602326146e-07
265,0.0001961993411388823
266,0.004279861210321403
267,0.9999393510696989
268,0.001433093773989739
269,0.0003912276994012253
270,2.0057917869374586e-05
271,0.07324637925081491
272,0.9999896176323275
273,0.9866294108683417
274,0.9999604549342128
275,0.999997256570319
276,0.0058725206748228105
277,2.365985680869607e-05
278,0.9998464958131951
279,0.9975804846510601
280,0.12930563947897303
281,0.9998093666303127
282,0.9435526962617373
283,0.9999208578637581
284,0.9999863588706865
285,0.9991949041566842
286,0.9990463309691897
287,0.9954664105873461
288,0.9996826892946751
289,0.01579394672684162
290,0.998770136313938
291,0.0001144629285900519
292,0.001007468285482258
293,1.6060406455680076e-05
294,0.9998495623979042
295,2.82768693920499e-06
296,0.9995575582688634
297,0.0634102568299375
298,0.993016956330969
299,1.453833092478563e-05
300,1.0923335629459516e-05
301,0.9997881054689752
302,0.0002562077892341724
303,0.9999349186038519
304,0.999921975816118
305,0.003935272309297361
306,0.9999479546208676
307,0.00020615574266400776
308,8.45214767098454e-06
309,0.8667310009689054
310,0.9998543995125633
311,0.9999974128113596
312,0.9257454198574122
313,0.0017168097022278383
314,7.632257505421513e-05
315,0.999976563733026
316,0.9999998854879069
317,2.8139519937143033e-11
318,0.9793681535865979
319,0.9999233187903382
320,0.9999208711783294
321,0.999964765304534
322,1.0235658712468695e-05
323,0.0037525762476718462
324,0.9991406630517813
325,0.9946622998877217
326,0.16334614835209108
327,0.9999642176772097
328,0.08807553817466877
329,0.9999966279522351
330,0.9981075324629772
331,0.7852467788855976
332,0.9999879305994546
333,0.990762728239158
334,0.0039220061908757905
335,0.00041820005388832764
336,0.00012201263003885138
337,0.9998965164395663
338,0.005183681075859605
339,0.00033698958616581803
340,0.0016876434164522578
341,0.0002830976986949975
342,0.9965161371292156
343,0.946179720458275
344,0.010927605740095289
345,0.9978764603573679
346,1.3891222828862825e-05
